 1  1  1   1    test2 1 1    9.976 1   12.363 0 0 5000    0.000 1 1 2   500  7.77 64.12   0 533.17
 1  1  1   2    test2 1 2    1.865 2    2.806 0 0 5000    0.000 1 1 2   121  1.87 63.79   0 117.98
 1  1  1   1    test2 1 2    1.396 2    2.104 0 0 5000    0.000 1 1 2    91  1.40 63.79   0 88.22
 1  1  1   2    test2 1 1    0.850 2    1.181 0 0 5000    0.000 1 1 2    56  0.84 64.09   0 57.44
