12 12 12   1    test2 1 1   12.262 0    0.000 0 0 5000    0.000 1 1 2   500  7.77 64.09   0 529.58
12 12 12   2    test2 1 2   10.954 1   11.375 0 0 5000    0.000 1 1 2   500  7.77 64.06   0 526.21
12 12 12   1    test2 1 1    2.457 2    2.559 0 0 5000    0.000 1 1 2   159  2.45 63.97   0 162.53
12 12 12   2    test2 1 2    1.986 1    2.648 0 0 5000    0.000 1 1 2   129  1.98 63.99   0 132.00
